Cell No.,Nucleus location (X),Nucleus location (Y),Nucleus perimeter,ALD1AH1,KCNT2,HIGD1B,ALD1AH2,PDGFRB,CLDN5,CCL19,DCN,KCNJ8,VEGFC,IL1R1,TAGLN,MFSD2A,RARA,TMEM132C,ACKR1,RGS16,MECOM
7296,14738,396635,372.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7297,14571,396573,395.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7298,14245,395537,510.1,0,5,0,1,0,0,5,0,0,0,0,2,0,4,0,5,0,0
7299,10937,397542,271.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7300,10568,396076,148.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7301,11590,395768,407.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7302,11915,398325,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7303,12659,394602,408.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,10253,396528,565.7,0,4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0
7305,10050,394940,469.1,0,0,0,3,9,0,1,0,0,0,4,2,1,0,4,0,0,0
7306,11004,397582,270.5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
7307,10229,399016,195.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7308,13724,398983,345.8,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
7309,13040,394486,465.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7310,11760,398988,223.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7311,14739,395365,390.4,0,0,0,0,0,11,1,0,0,0,1,0,4,0,0,0,0,1
7312,10120,395647,452.7,1,2,0,0,1,0,1,0,0,0,0,1,0,1,2,3,0,0
7313,11072,398889,310.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7314,13526,397630,222.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,11730,395618,615.9,0,5,0,0,2,0,3,1,1,0,0,2,1,8,0,5,0,0
7316,10381,398754,335.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7317,10433,398869,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,10315,396834,147.6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7319,10697,394682,263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,14644,395862,479.1,0,3,0,0,0,1,2,3,0,0,0,0,0,1,1,0,2,0
7321,12614,398247,237.5,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7322,10926,398806,309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7323,11240,395427,253.5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7324,10855,394511,582.5,0,2,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0
7325,13622,397832,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7326,10356,398556,410.7,0,1,1,0,1,33,1,0,0,0,7,0,16,0,1,0,0,12
7327,12185,396816,519.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7328,12563,396901,402.7,3,0,0,4,1,0,1,4,0,0,4,1,0,0,4,0,1,0
7329,11680,396743,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,10890,397745,190.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,13944,394526,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7332,11558,395399,169.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7333,10373,398312,180.6,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,1
7334,14512,396533,361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7335,14126,399038,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7336,13749,394362,293.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7337,10062,396158,161.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,9882,399065,295.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,14165,398752,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340,13702,394653,297.4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
7341,11468,395730,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7342,11264,396336,134.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7343,12253,394982,708.7,2,2,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0
7344,12390,398628,136.1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1
7345,14613,397544,246.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7346,13706,397751,404.4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7347,10951,398731,230.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7348,13053,396445,327.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0
7349,13081,398965,365.4,0,0,0,1,9,0,0,0,0,1,0,0,1,0,6,0,0,0
7350,11239,395613,457.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7351,13576,397802,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7352,13281,397957,466.7,0,4,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0
7353,11791,394635,261.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7354,14709,398209,444.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7355,13825,394346,230.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7356,14218,395084,183.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7357,14765,395768,340.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7358,14771,398731,236.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7359,14340,395786,313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7360,11092,395402,422.7,0,6,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0
7361,11434,394948,280.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7362,14606,398181,347.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7363,14534,397545,155.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,14043,395429,356.8,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
7365,13081,397351,209.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,10856,398773,294.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7367,11462,398246,299.9,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7368,14731,395814,447.3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2
7369,13668,397902,295.1,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0
7370,10413,398818,287.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7371,13352,394373,414.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7372,10108,396161,148.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7373,11077,398977,327.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7374,11225,394749,351.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7375,10679,395981,234.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7376,14195,399067,736.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7377,14636,395350,209.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7378,10699,396432,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379,10305,396878,152.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7380,12727,395785,142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7381,13209,394359,163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7382,14158,398782,134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7383,14343,397559,153.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7384,14293,395757,209.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7385,11859,399047,236.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7386,12855,394778,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7387,10951,397624,316.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7388,10093,396134,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7389,13043,397383,195.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7390,13799,394412,245.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7391,11713,396696,218.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,11591,396107,223.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7393,11181,397400,149.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7394,14648,395397,183.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7395,10059,396126,119.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7396,10249,396947,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7397,10635,396441,116.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7398,11669,397962,133.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,11103,397466,313.4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7400,13552,397856,156.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7401,10859,397863,266.3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
7402,13204,394405,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7403,11277,395002,364.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7404,11487,395631,115.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7405,12665,398359,186.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7406,10351,398651,186.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7407,11017,398932,307.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7408,14367,397830,641.2,0,7,0,0,0,1,3,0,2,0,1,0,0,7,0,0,0,0
7409,10641,396474,127.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,10884,398709,296.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7411,14246,395056,161.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7412,12860,394821,189.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7413,14429,396060,715.2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
7414,11956,398329,134.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,10264,396422,255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,13840,394713,629.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,11642,396111,271.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,11449,398302,245.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7419,11214,394690,126.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7420,12153,395471,132.1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0
7421,10034,398019,244.9,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7422,14772,398391,109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423,14298,395827,198.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7424,11930,398947,105.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,14202,395055,143.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7426,10238,397343,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7427,14736,394253,205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,10856,394267,351.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7429,13002,396448,134.1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7430,12200,396732,105.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7431,11784,399018,210.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7432,13885,394381,191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7433,9972,397779,378.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,11965,396212,306.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7435,11816,395614,402.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,11138,394529,107.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
7437,13992,396574,161.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7438,10879,396685,120.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7439,13002,396508,101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,13714,394733,469.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,12732,398288,173.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,11761,396837,89.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7443,12861,398331,352.9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
7444,11445,398337,149.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445,11865,399897,428.9,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0
7446,13063,400735,452.9,0,0,0,1,7,0,1,0,0,1,0,1,0,0,2,1,0,0
7447,14616,399592,416.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7448,14703,399362,394.9,0,0,0,0,2,16,0,0,0,0,1,0,10,0,3,0,0,4
7449,14004,400797,465.7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
7450,11086,400055,470.9,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0
7451,10789,402907,424.7,0,0,0,3,9,0,1,0,0,2,2,1,1,0,7,1,0,0
7452,10576,400656,416.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7453,11222,403595,388.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7454,10219,403302,381.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7455,13104,401488,384.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7456,12840,402410,399.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7457,14248,403663,457.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
7458,14091,401715,354.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7459,14389,401385,461.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7460,10109,399740,502.3,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
7461,13215,401343,377.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7462,13553,401228,345.6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
7463,13950,399670,414.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7464,11252,400897,390.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7465,12706,400256,390.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7466,12571,402135,374.4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
7467,14226,403141,402.1,0,0,0,1,8,0,1,0,0,0,0,0,1,0,7,0,0,0
7468,13053,402028,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7469,14168,402242,394.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7470,14112,399587,422.7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7471,11436,403677,390.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7472,14086,399442,456.0,0,0,0,4,8,0,0,0,0,0,0,1,2,1,4,0,0,0
7473,11004,399923,435.7,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0
7474,14435,402936,301.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7475,13106,401306,368.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
7476,14393,402026,301.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7477,10029,402396,443.1,0,0,0,0,0,33,0,1,0,0,0,0,6,0,2,0,0,0
7478,13392,402412,367.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7479,12469,400886,348.8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
7480,14412,403735,405.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
7481,12415,402198,353.0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,2,0,1,0
7482,10901,400816,376.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7483,10731,404059,271.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7484,14485,399390,392.3,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0
7485,13925,403874,271.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7486,11879,401277,342.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7487,13420,401344,313.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7488,12362,399842,525.6,0,1,0,0,0,5,1,0,0,0,7,0,5,0,0,0,0,3
7489,12176,401363,470.6,0,0,0,0,0,13,2,0,0,0,1,0,9,0,1,0,0,4
7490,12780,403969,362.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7491,12761,403643,301.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7492,10017,400533,247.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7493,10604,402870,336.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7494,14082,400935,155.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7495,13215,401484,196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7496,10402,401650,407.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0
7497,12098,401954,206.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7498,12671,403984,403.0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
7499,14595,402909,545.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,12060,403414,297.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7501,14533,403826,364.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7502,11532,402974,312.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7503,12900,403268,370.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7504,13911,403024,335.9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
7505,10347,400882,313.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7506,11384,402443,443.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
7507,11631,403351,369.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7508,12615,399569,333.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7509,11774,399887,408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7510,10984,400807,396.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7511,11349,399206,324.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,11876,403947,379.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7513,13230,400644,627.8,2,10,0,0,0,0,2,1,2,0,0,1,2,8,0,5,0,0
7514,14672,403691,421.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7515,14530,400842,252.9,0,0,1,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0
7516,12964,403571,394.7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
7517,11724,404051,373.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,10411,403613,210.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7519,9993,399699,356.8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7520,14573,401064,368.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7521,12674,403265,327.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7522,11911,400275,389.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7523,13893,403822,245.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7524,13420,403906,334.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7525,13687,403845,183.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,10383,400778,397.3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7527,13922,401779,353.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7528,10485,401632,349.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7529,12192,403407,374.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7530,11916,401757,438.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7531,11212,403416,361.0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
7532,13298,402224,371.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,12863,402519,397.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
7534,11277,399239,168.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7535,10813,399651,506.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7536,13387,403337,208.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7537,14446,401924,456.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7538,13331,399906,288.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7539,10207,403508,316.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7540,14768,402971,221.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7541,14158,403716,543.0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0
7542,11635,399966,167.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7543,11219,403507,296.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7544,10090,400313,216.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7545,10241,401642,386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7546,12373,399634,218.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7547,12467,399815,427.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7548,13245,402585,361.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7549,14612,403443,234.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7550,13665,402149,177.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,14326,399286,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7552,10992,401495,279.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7553,14282,403042,285.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7554,12645,399506,249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7555,14387,399294,183.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7556,13785,400072,303.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,13977,401312,155.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,10912,400051,294.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7559,11563,399617,264.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7560,9968,403037,239.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7561,11233,401715,509.6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7562,13915,401230,211.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7563,14528,399297,410.4,0,4,2,0,8,0,1,1,1,0,0,0,0,0,0,0,1,0
7564,14170,399488,359.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7565,13764,400908,300.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7566,14089,401797,343.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7567,10887,399272,253.5,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
7568,11429,399685,143.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7569,14706,400659,471.7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
7570,13063,403268,211.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7571,13187,403288,181.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7572,13125,399569,144.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7573,9889,399963,358.3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
7574,14716,399622,606.8,0,4,0,0,1,1,2,0,2,0,0,3,0,1,1,0,2,0
7575,11496,402402,326.8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
7576,14129,401224,191.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7577,14651,400564,586.7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0
